Shipment_Leg_ID,Leg_Type,Transport_Mode,Origin,Destination,Dispatch_Date,Arrival_Date,Transportation_Cost
SL054534,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-05-31,2023-06-01,25588.22
SL054535,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-05-31,2023-06-02,18508.99
SL054536,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-05-31,2023-06-03,25620.48
SL054537,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-05-31,2023-06-03,18558.14
SL054538,Final-Mile,Courier,HUB-DEL,ST009,2023-05-31,2023-06-01,950.88
SL054539,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-05-31,2023-06-01,38464.13
SL054540,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-05-31,2023-06-01,25600.32
SL054541,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-05-31,2023-06-01,25615.3
SL054542,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-05-31,2023-06-02,25618.18
SL054543,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-05-31,2023-06-02,25607.23
SL054544,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-05-31,2023-06-02,38353.54
SL054545,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-05-31,2023-06-01,25678.08
SL054546,Final-Mile,Courier,HUB-BOM,ST032,2023-05-31,2023-06-01,1044.68
SL054547,Final-Mile,Courier,HUB-BOM,ST026,2023-05-31,2023-06-01,1011.16
SL054548,Final-Mile,Courier,HUB-BOM,ST033,2023-05-31,2023-06-01,1143.68
SL054549,Final-Mile,Courier,HUB-BOM,ST033,2023-05-31,2023-06-01,1140.04
SL054550,Final-Mile,Courier,HUB-BOM,ST037,2023-05-31,2023-06-01,1891.52
SL054551,Final-Mile,Courier,HUB-BOM,ST039,2023-05-31,2023-06-01,1777.88
SL054552,Final-Mile,Courier,HUB-BOM,ST038,2023-05-31,2023-06-01,1609.64
SL054553,Final-Mile,Courier,HUB-BOM,ST032,2023-05-31,2023-06-01,1867.04
SL054554,Final-Mile,Courier,HUB-BOM,ST036,2023-05-31,2023-06-01,1841.56
SL054555,Final-Mile,Courier,HUB-DEL,ST019,2023-05-31,2023-06-01,2258.64
SL054556,Final-Mile,Courier,HUB-DEL,ST016,2023-05-31,2023-06-01,2191.28
SL054557,Final-Mile,Courier,HUB-DEL,ST022,2023-05-31,2023-06-01,2161.72
SL054558,Final-Mile,Courier,HUB-DEL,ST019,2023-05-31,2023-06-01,1401.6
SL054559,Final-Mile,Courier,HUB-DEL,ST007,2023-05-31,2023-06-01,1157.72
SL054560,Final-Mile,Courier,HUB-DEL,ST001,2023-05-31,2023-06-01,739.2
SL054561,Final-Mile,Courier,HUB-DEL,ST007,2023-05-31,2023-06-01,915.28
SL054562,Final-Mile,Courier,HUB-DEL,ST006,2023-05-31,2023-06-01,1027.2
SL054563,Final-Mile,Courier,HUB-DEL,ST013,2023-05-31,2023-06-01,1725.08
SL054564,Final-Mile,Courier,HUB-BLR,ST056,2023-05-31,2023-06-01,1427.92
SL054565,Final-Mile,Courier,HUB-BLR,ST053,2023-05-31,2023-06-01,1576.6
SL054566,Final-Mile,Courier,HUB-BLR,ST045,2023-05-31,2023-06-01,994.2
SL054567,Final-Mile,Courier,HUB-BLR,ST053,2023-05-31,2023-06-01,868.0
SL054568,Final-Mile,Courier,HUB-BLR,ST059,2023-05-31,2023-06-01,1703.04
SL054569,Final-Mile,Courier,HUB-BLR,ST057,2023-05-31,2023-06-01,1786.44
SL054570,Final-Mile,Courier,HUB-BLR,ST046,2023-05-31,2023-06-01,1116.52
SL054571,Final-Mile,Courier,HUB-BLR,ST045,2023-05-31,2023-06-01,829.56
SL054572,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-01,2023-06-04,38196.29
SL054573,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-01,2023-06-04,38203.2
SL054574,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-01,2023-06-04,38200.9
SL054575,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-01,2023-06-03,18436.03
SL054576,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-01,2023-06-04,18412.61
SL054577,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-01,2023-06-03,18401.47
SL054578,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-01,2023-06-03,25594.56
SL054579,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-01,2023-06-02,25597.44
SL054580,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-01,2023-06-02,25591.68
SL054581,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-01,2023-06-03,25636.03
SL054582,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-01,2023-06-02,18411.46
SL054583,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-01,2023-06-04,18463.68
SL054584,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-01,2023-06-02,25592.26
SL054585,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-01,2023-06-04,25595.33
SL054586,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-01,2023-06-03,38256.19
SL054587,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-01,2023-06-02,38196.86
SL054588,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-01,2023-06-03,25604.16
SL054589,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-01,2023-06-02,25584.38
SL054590,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-01,2023-06-02,38311.68
SL054591,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-01,2023-06-03,38305.92
SL054592,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-01,2023-06-03,18377.09
SL054593,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-01,2023-06-02,18423.36
SL054594,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-01,2023-06-04,18449.09
SL054595,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-01,2023-06-02,18379.58
SL054596,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-01,2023-06-02,38349.12
SL054597,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-01,2023-06-04,38209.44
SL054598,Final-Mile,Courier,HUB-DEL,ST010,2023-06-01,2023-06-02,729.96
SL054599,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-01,2023-06-02,38270.4
SL054600,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-01,2023-06-04,25613.76
SL054601,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-01,2023-06-03,25585.34
SL054602,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-01,2023-06-02,25643.52
SL054603,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-01,2023-06-02,25611.84
SL054604,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-01,2023-06-04,38266.75
SL054605,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-01,2023-06-02,38242.37
SL054606,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-01,2023-06-04,18634.56
SL054607,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-01,2023-06-03,25610.69
SL054608,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-01,2023-06-04,25599.17
SL054609,Final-Mile,Courier,HUB-BOM,ST040,2023-06-01,2023-06-02,1449.04
SL054610,Final-Mile,Courier,HUB-BLR,ST055,2023-06-01,2023-06-02,2016.84
SL054611,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-01,2023-06-02,25581.12
SL054612,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-01,2023-06-03,25608.96
SL054613,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-01,2023-06-03,38327.62
SL054614,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-01,2023-06-02,25637.18
SL054615,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-01,2023-06-02,18432.58
SL054616,Final-Mile,Courier,HUB-DEL,ST016,2023-06-01,2023-06-02,1176.76
SL054617,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-01,2023-06-03,18416.06
SL054618,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-01,2023-06-04,18414.91
SL054619,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-01,2023-06-04,38293.06
SL054620,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-01,2023-06-04,38178.05
SL054621,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-01,2023-06-03,38188.03
SL054622,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-01,2023-06-04,38193.7
SL054623,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-01,2023-06-03,18376.32
SL054624,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-01,2023-06-02,25612.42
SL054625,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-01,2023-06-04,25663.68
SL054626,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-01,2023-06-02,25597.63
SL054627,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-01,2023-06-02,38198.02
SL054628,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-01,2023-06-04,25629.7
SL054629,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-01,2023-06-03,25631.04
SL054630,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-01,2023-06-02,25659.07
SL054631,Final-Mile,Courier,HUB-BOM,ST044,2023-06-01,2023-06-02,1928.4
SL054632,Final-Mile,Courier,HUB-BOM,ST036,2023-06-01,2023-06-02,2039.04
SL054633,Final-Mile,Courier,HUB-BOM,ST039,2023-06-01,2023-06-02,1846.16
SL054634,Final-Mile,Courier,HUB-BOM,ST027,2023-06-01,2023-06-02,1001.36
SL054635,Final-Mile,Courier,HUB-BOM,ST035,2023-06-01,2023-06-02,1977.2
SL054636,Final-Mile,Courier,HUB-BOM,ST028,2023-06-01,2023-06-02,1313.88
SL054637,Final-Mile,Courier,HUB-BOM,ST030,2023-06-01,2023-06-02,1182.4
SL054638,Final-Mile,Courier,HUB-BOM,ST039,2023-06-01,2023-06-02,1465.4
SL054639,Final-Mile,Courier,HUB-BOM,ST039,2023-06-01,2023-06-02,1939.12
SL054640,Final-Mile,Courier,HUB-BOM,ST044,2023-06-01,2023-06-02,1357.72
SL054641,Final-Mile,Courier,HUB-BOM,ST036,2023-06-01,2023-06-02,2125.88
SL054642,Final-Mile,Courier,HUB-BOM,ST025,2023-06-01,2023-06-02,1792.96
SL054643,Final-Mile,Courier,HUB-DEL,ST012,2023-06-01,2023-06-02,1312.88
SL054644,Final-Mile,Courier,HUB-DEL,ST011,2023-06-01,2023-06-02,1021.96
SL054645,Final-Mile,Courier,HUB-DEL,ST005,2023-06-01,2023-06-02,1354.8
SL054646,Final-Mile,Courier,HUB-DEL,ST021,2023-06-01,2023-06-02,1448.08
SL054647,Final-Mile,Courier,HUB-DEL,ST018,2023-06-01,2023-06-02,2313.76
SL054648,Final-Mile,Courier,HUB-DEL,ST012,2023-06-01,2023-06-02,1224.12
SL054649,Final-Mile,Courier,HUB-DEL,ST013,2023-06-01,2023-06-02,2452.28
SL054650,Final-Mile,Courier,HUB-DEL,ST012,2023-06-01,2023-06-02,1149.92
SL054651,Final-Mile,Courier,HUB-DEL,ST017,2023-06-01,2023-06-02,2312.12
SL054652,Final-Mile,Courier,HUB-DEL,ST002,2023-06-01,2023-06-02,1402.2
SL054653,Final-Mile,Courier,HUB-DEL,ST010,2023-06-01,2023-06-02,1090.84
SL054654,Final-Mile,Courier,HUB-DEL,ST022,2023-06-01,2023-06-02,1534.56
SL054655,Final-Mile,Courier,HUB-DEL,ST016,2023-06-01,2023-06-02,2228.0
SL054656,Final-Mile,Courier,HUB-DEL,ST010,2023-06-01,2023-06-02,1278.8
SL054657,Final-Mile,Courier,HUB-DEL,ST001,2023-06-01,2023-06-02,1572.16
SL054658,Final-Mile,Courier,HUB-DEL,ST011,2023-06-01,2023-06-02,1291.56
SL054659,Final-Mile,Courier,HUB-DEL,ST022,2023-06-01,2023-06-02,1672.6
SL054660,Final-Mile,Courier,HUB-BLR,ST047,2023-06-01,2023-06-02,886.04
SL054661,Final-Mile,Courier,HUB-BLR,ST049,2023-06-01,2023-06-02,1033.96
SL054662,Final-Mile,Courier,HUB-BLR,ST047,2023-06-01,2023-06-02,1232.16
SL054663,Final-Mile,Courier,HUB-BLR,ST055,2023-06-01,2023-06-02,2171.24
SL054664,Final-Mile,Courier,HUB-BLR,ST053,2023-06-01,2023-06-02,975.04
SL054665,Final-Mile,Courier,HUB-BLR,ST054,2023-06-01,2023-06-02,1574.72
SL054666,Final-Mile,Courier,HUB-BLR,ST051,2023-06-01,2023-06-02,1059.12
SL054667,Final-Mile,Courier,HUB-BLR,ST047,2023-06-01,2023-06-02,1155.68
SL054668,Final-Mile,Courier,HUB-BLR,ST053,2023-06-01,2023-06-02,1428.96
SL054669,Final-Mile,Courier,HUB-BLR,ST051,2023-06-01,2023-06-02,1331.44
SL054670,Final-Mile,Courier,HUB-BLR,ST047,2023-06-01,2023-06-02,965.08
SL054671,Final-Mile,Courier,HUB-BLR,ST055,2023-06-01,2023-06-02,2155.72
SL054672,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-03,18697.92
SL054673,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-05,18439.3
SL054674,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-04,18416.45
SL054675,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-02,2023-06-05,38238.34
SL054676,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-02,2023-06-05,25672.32
SL054677,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-05,18495.36
SL054678,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-04,38295.94
SL054679,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-02,2023-06-04,38193.41
SL054680,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-02,2023-06-05,18388.03
SL054681,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-04,18568.9
SL054682,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-02,2023-06-05,25571.52
SL054683,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-03,38322.43
SL054684,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-02,2023-06-03,25598.02
SL054685,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-03,38286.34
SL054686,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-02,2023-06-04,25607.81
SL054687,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-02,2023-06-05,25665.6
SL054688,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-04,38255.62
SL054689,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-03,38250.05
SL054690,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-04,38214.14
SL054691,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-02,2023-06-03,25609.92
SL054692,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-03,18380.74
SL054693,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-04,18392.26
SL054694,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-02,2023-06-05,18393.41
SL054695,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-02,2023-06-03,18397.63
SL054696,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-05,38461.06
SL054697,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-04,38440.9
SL054698,Final-Mile,Courier,HUB-BOM,ST027,2023-06-02,2023-06-03,1020.2
SL054699,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-02,2023-06-04,25615.68
SL054700,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-03,38230.08
SL054701,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-02,2023-06-05,25619.9
SL054702,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-02,2023-06-05,25592.26
SL054703,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-04,38272.13
SL054704,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-02,2023-06-05,25606.08
SL054705,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-04,38364.29
SL054706,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-04,38185.06
SL054707,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-05,38379.65
SL054708,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-02,2023-06-04,25583.62
SL054709,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-02,2023-06-05,25600.7
SL054710,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-02,2023-06-03,25656.77
SL054711,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-02,2023-06-05,18482.88
SL054712,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-02,2023-06-04,38313.6
SL054713,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-02,2023-06-05,38232.0
SL054714,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-02,2023-06-03,18406.85
SL054715,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-02,2023-06-05,38218.18
SL054716,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-03,18565.63
SL054717,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-05,18602.69
SL054718,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-05,18424.51
SL054719,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-02,2023-06-05,18434.88
SL054720,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-02,2023-06-03,38205.7
SL054721,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-02,2023-06-04,18457.92
SL054722,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-02,2023-06-03,38256.77
SL054723,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-05,18567.36
SL054724,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-03,18524.35
SL054725,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-02,2023-06-04,25606.08
SL054726,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-05,18393.41
SL054727,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-02,2023-06-03,38224.32
SL054728,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-02,2023-06-03,18406.08
SL054729,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-02,2023-06-05,38228.16
SL054730,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-02,2023-06-03,18409.15
SL054731,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-02,2023-06-03,18456.77
SL054732,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-02,2023-06-03,18392.26
SL054733,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-04,38298.24
SL054734,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-04,38283.26
SL054735,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-04,38321.28
SL054736,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-03,18433.92
SL054737,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-02,2023-06-05,25597.44
SL054738,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-02,2023-06-04,25600.7
SL054739,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-02,2023-06-05,18421.44
SL054740,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-02,2023-06-04,38383.49
SL054741,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-02,2023-06-04,25603.78
SL054742,Final-Mile,Courier,HUB-BLR,ST053,2023-06-02,2023-06-03,1122.76
SL054743,Final-Mile,Courier,HUB-BOM,ST043,2023-06-02,2023-06-03,1877.72
SL054744,Final-Mile,Courier,HUB-BOM,ST039,2023-06-02,2023-06-03,1378.6
SL054745,Final-Mile,Courier,HUB-BOM,ST024,2023-06-02,2023-06-03,1271.08
SL054746,Final-Mile,Courier,HUB-BOM,ST036,2023-06-02,2023-06-03,1663.68
SL054747,Final-Mile,Courier,HUB-BOM,ST034,2023-06-02,2023-06-03,738.48
SL054748,Final-Mile,Courier,HUB-BOM,ST028,2023-06-02,2023-06-03,1180.0
SL054749,Final-Mile,Courier,HUB-BOM,ST026,2023-06-02,2023-06-03,879.24
SL054750,Final-Mile,Courier,HUB-BOM,ST037,2023-06-02,2023-06-03,1096.32
SL054751,Final-Mile,Courier,HUB-BOM,ST029,2023-06-02,2023-06-03,1322.52
SL054752,Final-Mile,Courier,HUB-BOM,ST024,2023-06-02,2023-06-03,1475.4
SL054753,Final-Mile,Courier,HUB-BOM,ST039,2023-06-02,2023-06-03,1588.88
SL054754,Final-Mile,Courier,HUB-BOM,ST043,2023-06-02,2023-06-03,2131.2
SL054755,Final-Mile,Courier,HUB-BOM,ST029,2023-06-02,2023-06-03,913.2
SL054756,Final-Mile,Courier,HUB-BOM,ST037,2023-06-02,2023-06-03,2209.16
SL054757,Final-Mile,Courier,HUB-BOM,ST040,2023-06-02,2023-06-03,1181.88
SL054758,Final-Mile,Courier,HUB-BOM,ST043,2023-06-02,2023-06-03,1865.32
SL054759,Final-Mile,Courier,HUB-BOM,ST034,2023-06-02,2023-06-03,1060.44
SL054760,Final-Mile,Courier,HUB-DEL,ST014,2023-06-02,2023-06-03,1395.52
SL054761,Final-Mile,Courier,HUB-DEL,ST003,2023-06-02,2023-06-03,711.36
SL054762,Final-Mile,Courier,HUB-DEL,ST006,2023-06-02,2023-06-03,951.16
SL054763,Final-Mile,Courier,HUB-DEL,ST010,2023-06-02,2023-06-03,1178.28
SL054764,Final-Mile,Courier,HUB-DEL,ST003,2023-06-02,2023-06-03,924.36
SL054765,Final-Mile,Courier,HUB-DEL,ST002,2023-06-02,2023-06-03,889.44
SL054766,Final-Mile,Courier,HUB-DEL,ST008,2023-06-02,2023-06-03,847.2
SL054767,Final-Mile,Courier,HUB-DEL,ST001,2023-06-02,2023-06-03,1059.24
SL054768,Final-Mile,Courier,HUB-DEL,ST005,2023-06-02,2023-06-03,714.6
SL054769,Final-Mile,Courier,HUB-DEL,ST015,2023-06-02,2023-06-03,1472.0
SL054770,Final-Mile,Courier,HUB-DEL,ST008,2023-06-02,2023-06-03,799.36
SL054771,Final-Mile,Courier,HUB-DEL,ST008,2023-06-02,2023-06-03,1152.76
SL054772,Final-Mile,Courier,HUB-DEL,ST003,2023-06-02,2023-06-03,1084.68
SL054773,Final-Mile,Courier,HUB-DEL,ST001,2023-06-02,2023-06-03,1531.56
SL054774,Final-Mile,Courier,HUB-DEL,ST010,2023-06-02,2023-06-03,1117.6
SL054775,Final-Mile,Courier,HUB-DEL,ST001,2023-06-02,2023-06-03,1186.08
SL054776,Final-Mile,Courier,HUB-DEL,ST016,2023-06-02,2023-06-03,2027.88
SL054777,Final-Mile,Courier,HUB-DEL,ST006,2023-06-02,2023-06-03,1177.8
SL054778,Final-Mile,Courier,HUB-BLR,ST052,2023-06-02,2023-06-03,1139.64
SL054779,Final-Mile,Courier,HUB-BLR,ST045,2023-06-02,2023-06-03,1022.76
SL054780,Final-Mile,Courier,HUB-BLR,ST052,2023-06-02,2023-06-03,1306.2
SL054781,Final-Mile,Courier,HUB-BLR,ST051,2023-06-02,2023-06-03,985.12
SL054782,Final-Mile,Courier,HUB-BLR,ST052,2023-06-02,2023-06-03,975.48
SL054783,Final-Mile,Courier,HUB-BLR,ST057,2023-06-02,2023-06-03,1456.68
SL054784,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-03,2023-06-04,38225.28
SL054785,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-03,2023-06-06,18419.33
SL054786,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2023-06-03,2023-06-04,38215.2
SL054787,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-03,2023-06-06,18412.42
SL054788,Final-Mile,Courier,HUB-BOM,ST025,2023-06-03,2023-06-04,922.12
SL054789,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-03,2023-06-04,18454.08
SL054790,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-03,2023-06-04,25606.56
SL054791,Final-Mile,Courier,HUB-DEL,ST019,2023-06-03,2023-06-04,1639.48
SL054792,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-03,2023-06-05,18403.78
SL054793,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-03,2023-06-06,25613.76
SL054794,Final-Mile,Courier,HUB-BLR,ST053,2023-06-03,2023-06-04,1142.32
SL054795,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-03,2023-06-06,38291.33
SL054796,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-03,2023-06-06,38244.48
SL054797,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-03,2023-06-04,25584.58
SL054798,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-03,2023-06-05,25593.41
SL054799,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-03,2023-06-06,38641.73
SL054800,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-03,2023-06-04,38264.64
SL054801,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-03,2023-06-06,25593.41
SL054802,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-03,2023-06-04,25664.83
SL054803,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-03,2023-06-04,25694.78
SL054804,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-03,2023-06-05,18528.96
SL054805,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-03,2023-06-04,25670.4
SL054806,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-03,2023-06-04,25663.68
SL054807,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2023-06-03,2023-06-04,18427.2
SL054808,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2023-06-03,2023-06-05,25717.25
SL054809,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-03,2023-06-04,25588.42
SL054810,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2023-06-03,2023-06-04,25575.94
SL054811,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2023-06-03,2023-06-04,38341.44
SL054812,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2023-06-03,2023-06-06,18435.26
