Inbound_Shipment_ID,Supplier_ID,Destination_Hub_ID,SKU,Quantity_Received,Expected_Arrival_Date,Actual_Arrival_Date
INB00154,SUP005,HUB-BLR,SKU0405,124,2023-07-08,2023-07-08
INB00155,SUP001,HUB-BOM,SKU0024,40,2023-07-04,2023-07-09
INB00155,SUP001,HUB-BOM,SKU0077,43,2023-07-07,2023-07-09
INB00155,SUP001,HUB-BOM,SKU0088,45,2023-07-07,2023-07-09
INB00155,SUP001,HUB-BOM,SKU0106,52,2023-07-04,2023-07-09
INB00155,SUP001,HUB-BOM,SKU0123,37,2023-07-05,2023-07-09
INB00155,SUP001,HUB-BOM,SKU0355,41,2023-07-05,2023-07-09
INB00155,SUP001,HUB-BOM,SKU0406,37,2023-07-04,2023-07-09
INB00155,SUP001,HUB-BOM,SKU0452,41,2023-07-07,2023-07-09
INB00155,SUP001,HUB-BOM,SKU0470,40,2023-07-07,2023-07-09
INB00155,SUP001,HUB-BOM,SKU0275,44,2023-07-09,2023-07-10
INB00155,SUP001,HUB-BOM,SKU0380,42,2023-07-10,2023-07-10
INB00155,SUP001,HUB-BOM,SKU0127,38,2023-07-08,2023-07-11
INB00155,SUP001,HUB-BOM,SKU0195,37,2023-07-07,2023-07-11
INB00155,SUP001,HUB-BOM,SKU0278,38,2023-07-09,2023-07-11
INB00155,SUP001,HUB-BOM,SKU0395,39,2023-07-10,2023-07-11
INB00155,SUP001,HUB-BOM,SKU0483,41,2023-07-08,2023-07-11
INB00157,SUP018,HUB-BLR,SKU0005,117,2023-07-10,2023-07-11
INB00157,SUP018,HUB-BLR,SKU0110,99,2023-07-10,2023-07-11
INB00157,SUP018,HUB-BLR,SKU0251,93,2023-07-09,2023-07-11
INB00155,SUP001,HUB-BOM,SKU0010,41,2023-07-12,2023-07-12
INB00155,SUP001,HUB-BOM,SKU0058,40,2023-07-07,2023-07-12
INB00155,SUP001,HUB-BOM,SKU0150,52,2023-07-09,2023-07-12
INB00155,SUP001,HUB-BOM,SKU0246,37,2023-07-07,2023-07-12
INB00155,SUP001,HUB-BOM,SKU0343,41,2023-07-07,2023-07-12
INB00155,SUP001,HUB-BOM,SKU0438,38,2023-07-11,2023-07-12
INB00156,SUP013,HUB-DEL,SKU0468,61,2023-07-09,2023-07-12
INB00157,SUP018,HUB-BLR,SKU0179,101,2023-07-12,2023-07-12
INB00157,SUP018,HUB-BLR,SKU0290,128,2023-07-08,2023-07-12
INB00157,SUP018,HUB-BLR,SKU0368,138,2023-07-09,2023-07-12
INB00157,SUP018,HUB-BLR,SKU0409,131,2023-07-10,2023-07-12
INB00157,SUP018,HUB-BLR,SKU0444,124,2023-07-08,2023-07-12
INB00157,SUP018,HUB-BLR,SKU0472,94,2023-07-10,2023-07-12
INB00155,SUP001,HUB-BOM,SKU0064,48,2023-07-11,2023-07-13
INB00155,SUP001,HUB-BOM,SKU0358,41,2023-07-12,2023-07-13
INB00155,SUP001,HUB-BOM,SKU0370,39,2023-07-11,2023-07-13
INB00157,SUP018,HUB-BLR,SKU0038,96,2023-07-11,2023-07-13
INB00157,SUP018,HUB-BLR,SKU0109,98,2023-07-10,2023-07-13
INB00157,SUP018,HUB-BLR,SKU0205,113,2023-07-11,2023-07-13
INB00157,SUP018,HUB-BLR,SKU0236,99,2023-07-13,2023-07-13
INB00157,SUP018,HUB-BLR,SKU0285,128,2023-07-11,2023-07-13
INB00157,SUP018,HUB-BLR,SKU0419,118,2023-07-13,2023-07-13
INB00156,SUP013,HUB-DEL,SKU0240,66,2023-07-13,2023-07-14
INB00156,SUP013,HUB-DEL,SKU0243,62,2023-07-11,2023-07-14
INB00156,SUP013,HUB-DEL,SKU0334,57,2023-07-11,2023-07-14
INB00156,SUP013,HUB-DEL,SKU0447,62,2023-07-12,2023-07-14
INB00157,SUP018,HUB-BLR,SKU0004,134,2023-07-13,2023-07-14
INB00157,SUP018,HUB-BLR,SKU0044,104,2023-07-11,2023-07-14
INB00157,SUP018,HUB-BLR,SKU0065,141,2023-07-13,2023-07-14
INB00157,SUP018,HUB-BLR,SKU0099,107,2023-07-12,2023-07-14
INB00157,SUP018,HUB-BLR,SKU0120,122,2023-07-12,2023-07-14
INB00157,SUP018,HUB-BLR,SKU0121,103,2023-07-09,2023-07-14
INB00157,SUP018,HUB-BLR,SKU0269,127,2023-07-14,2023-07-14
INB00157,SUP018,HUB-BLR,SKU0299,134,2023-07-10,2023-07-14
INB00157,SUP018,HUB-BLR,SKU0363,159,2023-07-12,2023-07-14
INB00157,SUP018,HUB-BLR,SKU0383,103,2023-07-12,2023-07-14
INB00157,SUP018,HUB-BLR,SKU0429,100,2023-07-13,2023-07-14
INB00157,SUP018,HUB-BLR,SKU0495,121,2023-07-14,2023-07-14
INB00155,SUP001,HUB-BOM,SKU0220,37,2023-07-13,2023-07-15
INB00156,SUP013,HUB-DEL,SKU0008,79,2023-07-15,2023-07-15
INB00156,SUP013,HUB-DEL,SKU0052,65,2023-07-13,2023-07-15
INB00156,SUP013,HUB-DEL,SKU0098,67,2023-07-14,2023-07-15
INB00156,SUP013,HUB-DEL,SKU0103,62,2023-07-15,2023-07-15
INB00156,SUP013,HUB-DEL,SKU0384,72,2023-07-14,2023-07-15
INB00156,SUP013,HUB-DEL,SKU0399,58,2023-07-13,2023-07-15
INB00157,SUP018,HUB-BLR,SKU0041,104,2023-07-10,2023-07-15
INB00157,SUP018,HUB-BLR,SKU0051,93,2023-07-12,2023-07-15
INB00157,SUP018,HUB-BLR,SKU0071,147,2023-07-14,2023-07-15
INB00157,SUP018,HUB-BLR,SKU0074,107,2023-07-14,2023-07-15
INB00157,SUP018,HUB-BLR,SKU0079,105,2023-07-13,2023-07-15
INB00157,SUP018,HUB-BLR,SKU0217,109,2023-07-15,2023-07-15
INB00157,SUP018,HUB-BLR,SKU0345,98,2023-07-15,2023-07-15
INB00157,SUP018,HUB-BLR,SKU0348,138,2023-07-13,2023-07-15
INB00157,SUP018,HUB-BLR,SKU0418,102,2023-07-11,2023-07-15
INB00157,SUP018,HUB-BLR,SKU0445,112,2023-07-14,2023-07-15
INB00157,SUP018,HUB-BLR,SKU0466,129,2023-07-10,2023-07-15
INB00157,SUP018,HUB-BLR,SKU0479,102,2023-07-10,2023-07-15
INB00157,SUP018,HUB-BLR,SKU0500,178,2023-07-15,2023-07-15
INB00156,SUP013,HUB-DEL,SKU0115,78,2023-07-13,2023-07-16
INB00156,SUP013,HUB-DEL,SKU0265,59,2023-07-11,2023-07-16
INB00156,SUP013,HUB-DEL,SKU0298,72,2023-07-12,2023-07-16
INB00156,SUP013,HUB-DEL,SKU0455,61,2023-07-14,2023-07-16
INB00156,SUP013,HUB-DEL,SKU0497,75,2023-07-16,2023-07-16
INB00157,SUP018,HUB-BLR,SKU0013,99,2023-07-11,2023-07-16
INB00157,SUP018,HUB-BLR,SKU0105,170,2023-07-16,2023-07-16
INB00157,SUP018,HUB-BLR,SKU0148,125,2023-07-16,2023-07-16
INB00157,SUP018,HUB-BLR,SKU0206,95,2023-07-14,2023-07-16
INB00157,SUP018,HUB-BLR,SKU0229,121,2023-07-15,2023-07-16
INB00156,SUP013,HUB-DEL,SKU0128,66,2023-07-13,2023-07-17
INB00156,SUP013,HUB-DEL,SKU0204,57,2023-07-15,2023-07-17
INB00156,SUP013,HUB-DEL,SKU0328,72,2023-07-12,2023-07-17
INB00157,SUP018,HUB-BLR,SKU0166,132,2023-07-17,2023-07-17
INB00157,SUP018,HUB-BLR,SKU0167,99,2023-07-14,2023-07-17
INB00157,SUP018,HUB-BLR,SKU0326,109,2023-07-14,2023-07-17
INB00157,SUP018,HUB-BLR,SKU0352,123,2023-07-17,2023-07-17
INB00157,SUP018,HUB-BLR,SKU0361,111,2023-07-17,2023-07-17
INB00157,SUP018,HUB-BLR,SKU0430,93,2023-07-16,2023-07-17
INB00157,SUP018,HUB-BLR,SKU0492,122,2023-07-16,2023-07-17
INB00156,SUP013,HUB-DEL,SKU0312,68,2023-07-13,2023-07-18
INB00157,SUP018,HUB-BLR,SKU0101,117,2023-07-14,2023-07-18
INB00157,SUP018,HUB-BLR,SKU0332,108,2023-07-14,2023-07-18
INB00158,SUP006,HUB-BOM,SKU0338,45,2023-07-14,2023-07-18
INB00158,SUP006,HUB-BOM,SKU0375,46,2023-07-16,2023-07-18
INB00158,SUP006,HUB-BOM,SKU0001,45,2023-07-18,2023-07-19
INB00158,SUP006,HUB-BOM,SKU0049,43,2023-07-18,2023-07-19
INB00158,SUP006,HUB-BOM,SKU0181,46,2023-07-16,2023-07-19
INB00158,SUP006,HUB-BOM,SKU0274,37,2023-07-18,2023-07-19
INB00158,SUP006,HUB-BOM,SKU0139,38,2023-07-17,2023-07-20
INB00158,SUP006,HUB-BOM,SKU0160,42,2023-07-20,2023-07-20
INB00158,SUP006,HUB-BOM,SKU0170,45,2023-07-16,2023-07-20
INB00158,SUP006,HUB-BOM,SKU0216,37,2023-07-15,2023-07-20
INB00158,SUP006,HUB-BOM,SKU0252,42,2023-07-19,2023-07-20
INB00158,SUP006,HUB-BOM,SKU0400,48,2023-07-20,2023-07-20
INB00158,SUP006,HUB-BOM,SKU0451,42,2023-07-16,2023-07-20
INB00158,SUP006,HUB-BOM,SKU0076,42,2023-07-16,2023-07-21
INB00158,SUP006,HUB-BOM,SKU0083,39,2023-07-19,2023-07-21
INB00158,SUP006,HUB-BOM,SKU0119,41,2023-07-17,2023-07-21
INB00158,SUP006,HUB-BOM,SKU0164,46,2023-07-21,2023-07-21
INB00158,SUP006,HUB-BOM,SKU0300,54,2023-07-18,2023-07-21
INB00158,SUP006,HUB-BOM,SKU0340,52,2023-07-16,2023-07-21
INB00158,SUP006,HUB-BOM,SKU0457,42,2023-07-16,2023-07-21
INB00158,SUP006,HUB-BOM,SKU0474,44,2023-07-21,2023-07-21
INB00159,SUP013,HUB-DEL,SKU0138,62,2023-07-19,2023-07-21
INB00160,SUP019,HUB-BLR,SKU0021,139,2023-07-16,2023-07-21
INB00160,SUP019,HUB-BLR,SKU0081,101,2023-07-17,2023-07-21
INB00160,SUP019,HUB-BLR,SKU0362,123,2023-07-20,2023-07-21
INB00160,SUP019,HUB-BLR,SKU0388,120,2023-07-19,2023-07-21
INB00160,SUP019,HUB-BLR,SKU0394,121,2023-07-18,2023-07-21
INB00158,SUP006,HUB-BOM,SKU0161,39,2023-07-22,2023-07-22
INB00158,SUP006,HUB-BOM,SKU0443,44,2023-07-18,2023-07-22
INB00159,SUP013,HUB-DEL,SKU0188,74,2023-07-22,2023-07-22
INB00160,SUP019,HUB-BLR,SKU0023,93,2023-07-18,2023-07-22
INB00158,SUP006,HUB-BOM,SKU0146,45,2023-07-21,2023-07-23
INB00158,SUP006,HUB-BOM,SKU0168,41,2023-07-19,2023-07-23
INB00158,SUP006,HUB-BOM,SKU0228,43,2023-07-20,2023-07-23
INB00158,SUP006,HUB-BOM,SKU0255,39,2023-07-22,2023-07-23
INB00158,SUP006,HUB-BOM,SKU0302,50,2023-07-23,2023-07-23
INB00158,SUP006,HUB-BOM,SKU0315,37,2023-07-22,2023-07-23
INB00158,SUP006,HUB-BOM,SKU0319,43,2023-07-21,2023-07-23
INB00159,SUP013,HUB-DEL,SKU0225,67,2023-07-22,2023-07-23
INB00159,SUP013,HUB-DEL,SKU0231,59,2023-07-20,2023-07-23
INB00159,SUP013,HUB-DEL,SKU0284,62,2023-07-19,2023-07-23
INB00159,SUP013,HUB-DEL,SKU0297,70,2023-07-22,2023-07-23
INB00160,SUP019,HUB-BLR,SKU0153,124,2023-07-19,2023-07-23
INB00160,SUP019,HUB-BLR,SKU0247,187,2023-07-18,2023-07-23
INB00160,SUP019,HUB-BLR,SKU0258,99,2023-07-19,2023-07-23
INB00160,SUP019,HUB-BLR,SKU0313,99,2023-07-23,2023-07-23
INB00160,SUP019,HUB-BLR,SKU0479,101,2023-07-19,2023-07-23
INB00160,SUP019,HUB-BLR,SKU0492,98,2023-07-23,2023-07-23
INB00158,SUP006,HUB-BOM,SKU0159,40,2023-07-21,2023-07-24
INB00158,SUP006,HUB-BOM,SKU0193,37,2023-07-20,2023-07-24
INB00158,SUP006,HUB-BOM,SKU0209,37,2023-07-20,2023-07-24
INB00158,SUP006,HUB-BOM,SKU0210,40,2023-07-23,2023-07-24
INB00158,SUP006,HUB-BOM,SKU0365,40,2023-07-20,2023-07-24
INB00159,SUP013,HUB-DEL,SKU0047,62,2023-07-21,2023-07-24
INB00159,SUP013,HUB-DEL,SKU0078,62,2023-07-23,2023-07-24
INB00159,SUP013,HUB-DEL,SKU0238,77,2023-07-24,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0012,111,2023-07-24,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0016,110,2023-07-19,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0094,100,2023-07-19,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0137,94,2023-07-21,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0172,128,2023-07-19,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0182,102,2023-07-24,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0192,103,2023-07-22,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0203,93,2023-07-19,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0234,115,2023-07-22,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0283,101,2023-07-21,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0288,111,2023-07-24,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0294,127,2023-07-24,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0329,96,2023-07-19,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0458,125,2023-07-22,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0460,133,2023-07-21,2023-07-24
INB00160,SUP019,HUB-BLR,SKU0489,94,2023-07-21,2023-07-24
INB00159,SUP013,HUB-DEL,SKU0141,60,2023-07-24,2023-07-25
INB00159,SUP013,HUB-DEL,SKU0208,64,2023-07-25,2023-07-25
INB00159,SUP013,HUB-DEL,SKU0339,72,2023-07-23,2023-07-25
INB00159,SUP013,HUB-DEL,SKU0386,64,2023-07-23,2023-07-25
INB00159,SUP013,HUB-DEL,SKU0449,59,2023-07-25,2023-07-25
INB00159,SUP013,HUB-DEL,SKU0462,61,2023-07-25,2023-07-25
INB00160,SUP019,HUB-BLR,SKU0018,99,2023-07-23,2023-07-25
INB00160,SUP019,HUB-BLR,SKU0033,110,2023-07-22,2023-07-25
INB00160,SUP019,HUB-BLR,SKU0063,154,2023-07-22,2023-07-25
INB00160,SUP019,HUB-BLR,SKU0198,145,2023-07-25,2023-07-25
INB00160,SUP019,HUB-BLR,SKU0291,167,2023-07-25,2023-07-25
INB00160,SUP019,HUB-BLR,SKU0324,153,2023-07-24,2023-07-25
INB00160,SUP019,HUB-BLR,SKU0344,97,2023-07-23,2023-07-25
INB00160,SUP019,HUB-BLR,SKU0435,106,2023-07-21,2023-07-25
INB00160,SUP019,HUB-BLR,SKU0475,103,2023-07-22,2023-07-25
INB00160,SUP019,HUB-BLR,SKU0484,160,2023-07-24,2023-07-25
INB00159,SUP013,HUB-DEL,SKU0100,63,2023-07-23,2023-07-26
INB00159,SUP013,HUB-DEL,SKU0125,59,2023-07-24,2023-07-26
INB00159,SUP013,HUB-DEL,SKU0133,65,2023-07-21,2023-07-26
INB00159,SUP013,HUB-DEL,SKU0142,63,2023-07-25,2023-07-26
INB00159,SUP013,HUB-DEL,SKU0277,74,2023-07-21,2023-07-26
INB00159,SUP013,HUB-DEL,SKU0390,59,2023-07-22,2023-07-26
INB00160,SUP019,HUB-BLR,SKU0035,96,2023-07-25,2023-07-26
INB00160,SUP019,HUB-BLR,SKU0061,95,2023-07-24,2023-07-26
INB00160,SUP019,HUB-BLR,SKU0122,113,2023-07-26,2023-07-26
INB00160,SUP019,HUB-BLR,SKU0131,165,2023-07-23,2023-07-26
INB00160,SUP019,HUB-BLR,SKU0132,116,2023-07-24,2023-07-26
INB00160,SUP019,HUB-BLR,SKU0143,101,2023-07-22,2023-07-26
INB00160,SUP019,HUB-BLR,SKU0175,104,2023-07-24,2023-07-26
INB00160,SUP019,HUB-BLR,SKU0248,165,2023-07-23,2023-07-26
INB00160,SUP019,HUB-BLR,SKU0335,107,2023-07-22,2023-07-26
INB00160,SUP019,HUB-BLR,SKU0371,94,2023-07-24,2023-07-26
INB00160,SUP019,HUB-BLR,SKU0423,141,2023-07-24,2023-07-26
INB00160,SUP019,HUB-BLR,SKU0454,93,2023-07-24,2023-07-26
INB00158,SUP006,HUB-BOM,SKU0331,39,2023-07-24,2023-07-27
INB00160,SUP019,HUB-BLR,SKU0069,104,2023-07-24,2023-07-27
INB00160,SUP019,HUB-BLR,SKU0183,96,2023-07-27,2023-07-27
INB00160,SUP019,HUB-BLR,SKU0232,104,2023-07-24,2023-07-27
INB00160,SUP019,HUB-BLR,SKU0295,94,2023-07-27,2023-07-27
INB00160,SUP019,HUB-BLR,SKU0130,151,2023-07-25,2023-07-29
INB00161,SUP009,HUB-BOM,SKU0085,40,2023-07-30,2023-07-30
INB00161,SUP009,HUB-BOM,SKU0107,38,2023-07-25,2023-07-30
INB00161,SUP009,HUB-BOM,SKU0118,38,2023-07-28,2023-07-30
INB00161,SUP009,HUB-BOM,SKU0171,51,2023-07-27,2023-07-30
INB00161,SUP009,HUB-BOM,SKU0415,37,2023-07-28,2023-07-30
INB00161,SUP009,HUB-BOM,SKU0425,40,2023-07-26,2023-07-30
INB00161,SUP009,HUB-BOM,SKU0260,48,2023-07-27,2023-07-31
INB00161,SUP009,HUB-BOM,SKU0347,39,2023-07-26,2023-07-31
INB00161,SUP009,HUB-BOM,SKU0351,40,2023-07-30,2023-07-31
INB00161,SUP009,HUB-BOM,SKU0421,37,2023-07-29,2023-07-31
INB00159,SUP013,HUB-DEL,SKU0245,73,2023-07-28,2023-08-01
INB00161,SUP009,HUB-BOM,SKU0054,40,2023-07-29,2023-08-01
INB00161,SUP009,HUB-BOM,SKU0056,40,2023-07-31,2023-08-01
INB00161,SUP009,HUB-BOM,SKU0067,41,2023-07-27,2023-08-01
INB00161,SUP009,HUB-BOM,SKU0097,42,2023-07-27,2023-08-01
INB00161,SUP009,HUB-BOM,SKU0152,40,2023-07-27,2023-08-01
INB00161,SUP009,HUB-BOM,SKU0180,42,2023-07-28,2023-08-01
INB00161,SUP009,HUB-BOM,SKU0257,45,2023-07-30,2023-08-01
INB00161,SUP009,HUB-BOM,SKU0396,40,2023-08-01,2023-08-01
INB00161,SUP009,HUB-BOM,SKU0496,40,2023-07-27,2023-08-01
INB00162,SUP019,HUB-BLR,SKU0290,100,2023-08-01,2023-08-01
INB00162,SUP019,HUB-BLR,SKU0495,103,2023-08-01,2023-08-01
INB00161,SUP009,HUB-BOM,SKU0147,38,2023-07-31,2023-08-02
INB00161,SUP009,HUB-BOM,SKU0186,48,2023-07-31,2023-08-02
INB00161,SUP009,HUB-BOM,SKU0456,51,2023-08-02,2023-08-02
INB00161,SUP009,HUB-BOM,SKU0471,40,2023-08-01,2023-08-02
INB00162,SUP019,HUB-BLR,SKU0041,153,2023-07-31,2023-08-02
INB00162,SUP019,HUB-BLR,SKU0109,115,2023-08-01,2023-08-02
INB00162,SUP019,HUB-BLR,SKU0156,123,2023-07-31,2023-08-02
INB00162,SUP019,HUB-BLR,SKU0203,95,2023-07-31,2023-08-02
INB00162,SUP019,HUB-BLR,SKU0303,127,2023-08-02,2023-08-02
INB00162,SUP019,HUB-BLR,SKU0479,96,2023-07-30,2023-08-02
INB00161,SUP009,HUB-BOM,SKU0009,49,2023-08-01,2023-08-03
INB00161,SUP009,HUB-BOM,SKU0025,43,2023-08-02,2023-08-03
INB00161,SUP009,HUB-BOM,SKU0096,44,2023-07-31,2023-08-03
INB00161,SUP009,HUB-BOM,SKU0151,39,2023-07-29,2023-08-03
INB00161,SUP009,HUB-BOM,SKU0254,39,2023-07-29,2023-08-03
INB00161,SUP009,HUB-BOM,SKU0276,44,2023-07-31,2023-08-03
INB00161,SUP009,HUB-BOM,SKU0374,37,2023-07-31,2023-08-03
INB00161,SUP009,HUB-BOM,SKU0391,45,2023-07-29,2023-08-03
INB00161,SUP009,HUB-BOM,SKU0408,39,2023-08-02,2023-08-03
INB00162,SUP019,HUB-BLR,SKU0087,140,2023-08-03,2023-08-03
INB00162,SUP019,HUB-BLR,SKU0112,137,2023-07-31,2023-08-03
INB00162,SUP019,HUB-BLR,SKU0140,132,2023-08-02,2023-08-03
INB00162,SUP019,HUB-BLR,SKU0239,98,2023-07-31,2023-08-03
INB00162,SUP019,HUB-BLR,SKU0322,134,2023-08-01,2023-08-03
INB00162,SUP019,HUB-BLR,SKU0323,127,2023-08-01,2023-08-03
INB00162,SUP019,HUB-BLR,SKU0332,121,2023-07-31,2023-08-03
INB00162,SUP019,HUB-BLR,SKU0440,130,2023-08-01,2023-08-03
INB00162,SUP019,HUB-BLR,SKU0441,98,2023-08-01,2023-08-03
INB00162,SUP019,HUB-BLR,SKU0450,128,2023-07-29,2023-08-03
INB00162,SUP019,HUB-BLR,SKU0488,93,2023-08-03,2023-08-03
INB00161,SUP009,HUB-BOM,SKU0070,37,2023-07-30,2023-08-04
INB00161,SUP009,HUB-BOM,SKU0214,45,2023-08-01,2023-08-04
INB00161,SUP009,HUB-BOM,SKU0353,45,2023-08-02,2023-08-04
INB00161,SUP009,HUB-BOM,SKU0378,49,2023-08-01,2023-08-04
INB00162,SUP019,HUB-BLR,SKU0038,122,2023-08-03,2023-08-04
INB00162,SUP019,HUB-BLR,SKU0051,113,2023-07-30,2023-08-04
INB00162,SUP019,HUB-BLR,SKU0237,97,2023-08-01,2023-08-04
INB00162,SUP019,HUB-BLR,SKU0366,127,2023-08-04,2023-08-04
INB00162,SUP019,HUB-BLR,SKU0404,123,2023-08-02,2023-08-04
INB00162,SUP019,HUB-BLR,SKU0429,119,2023-07-30,2023-08-04
INB00162,SUP019,HUB-BLR,SKU0486,125,2023-08-03,2023-08-04
INB00162,SUP019,HUB-BLR,SKU0494,115,2023-07-30,2023-08-04
INB00161,SUP009,HUB-BOM,SKU0218,46,2023-08-03,2023-08-05
INB00161,SUP009,HUB-BOM,SKU0310,51,2023-08-01,2023-08-05
INB00161,SUP009,HUB-BOM,SKU0428,38,2023-08-03,2023-08-05
INB00161,SUP009,HUB-BOM,SKU0473,37,2023-08-03,2023-08-05
INB00161,SUP009,HUB-BOM,SKU0476,49,2023-08-04,2023-08-05
INB00162,SUP019,HUB-BLR,SKU0073,93,2023-08-01,2023-08-05
INB00162,SUP019,HUB-BLR,SKU0145,96,2023-07-31,2023-08-05
INB00162,SUP019,HUB-BLR,SKU0153,122,2023-07-31,2023-08-05
INB00162,SUP019,HUB-BLR,SKU0169,104,2023-08-05,2023-08-05
INB00162,SUP019,HUB-BLR,SKU0271,150,2023-08-03,2023-08-05
INB00162,SUP019,HUB-BLR,SKU0309,96,2023-08-03,2023-08-05
INB00162,SUP019,HUB-BLR,SKU0333,101,2023-07-31,2023-08-05
INB00162,SUP019,HUB-BLR,SKU0359,145,2023-08-04,2023-08-05
INB00162,SUP019,HUB-BLR,SKU0401,96,2023-08-03,2023-08-05
INB00162,SUP019,HUB-BLR,SKU0413,106,2023-08-02,2023-08-05
INB00163,SUP011,HUB-DEL,SKU0057,74,2023-08-04,2023-08-05
INB00163,SUP011,HUB-DEL,SKU0075,61,2023-08-02,2023-08-05
INB00163,SUP011,HUB-DEL,SKU0092,61,2023-08-05,2023-08-05
INB00163,SUP011,HUB-DEL,SKU0233,63,2023-08-05,2023-08-05
INB00163,SUP011,HUB-DEL,SKU0376,57,2023-08-01,2023-08-05
INB00162,SUP019,HUB-BLR,SKU0044,158,2023-08-04,2023-08-06
INB00162,SUP019,HUB-BLR,SKU0185,158,2023-08-06,2023-08-06
INB00162,SUP019,HUB-BLR,SKU0304,113,2023-08-06,2023-08-06
INB00162,SUP019,HUB-BLR,SKU0354,98,2023-08-05,2023-08-06
INB00162,SUP019,HUB-BLR,SKU0369,141,2023-08-06,2023-08-06
INB00162,SUP019,HUB-BLR,SKU0397,118,2023-08-03,2023-08-06
INB00162,SUP019,HUB-BLR,SKU0407,157,2023-08-05,2023-08-06
INB00163,SUP011,HUB-DEL,SKU0030,58,2023-08-02,2023-08-06
INB00163,SUP011,HUB-DEL,SKU0382,65,2023-08-04,2023-08-06
INB00162,SUP019,HUB-BLR,SKU0093,107,2023-08-02,2023-08-07
INB00162,SUP019,HUB-BLR,SKU0099,129,2023-08-05,2023-08-07
INB00162,SUP019,HUB-BLR,SKU0121,112,2023-08-05,2023-08-07
INB00162,SUP019,HUB-BLR,SKU0201,106,2023-08-05,2023-08-07
INB00163,SUP011,HUB-DEL,SKU0027,60,2023-08-06,2023-08-07
INB00163,SUP011,HUB-DEL,SKU0439,65,2023-08-02,2023-08-07
INB00163,SUP011,HUB-DEL,SKU0464,63,2023-08-03,2023-08-07
INB00162,SUP019,HUB-BLR,SKU0089,96,2023-08-04,2023-08-08
INB00162,SUP019,HUB-BLR,SKU0229,126,2023-08-06,2023-08-08
INB00162,SUP019,HUB-BLR,SKU0242,101,2023-08-05,2023-08-08
INB00162,SUP019,HUB-BLR,SKU0305,129,2023-08-07,2023-08-08
INB00162,SUP019,HUB-BLR,SKU0385,112,2023-08-07,2023-08-08
INB00162,SUP019,HUB-BLR,SKU0430,110,2023-08-08,2023-08-08
INB00163,SUP011,HUB-DEL,SKU0007,84,2023-08-05,2023-08-08
INB00163,SUP011,HUB-DEL,SKU0034,65,2023-08-07,2023-08-08
INB00163,SUP011,HUB-DEL,SKU0215,70,2023-08-07,2023-08-08
INB00163,SUP011,HUB-DEL,SKU0221,61,2023-08-04,2023-08-08
INB00163,SUP011,HUB-DEL,SKU0230,58,2023-08-05,2023-08-08
INB00163,SUP011,HUB-DEL,SKU0256,63,2023-08-05,2023-08-08
INB00163,SUP011,HUB-DEL,SKU0281,57,2023-08-03,2023-08-08
INB00163,SUP011,HUB-DEL,SKU0318,67,2023-08-08,2023-08-08
INB00163,SUP011,HUB-DEL,SKU0403,73,2023-08-05,2023-08-08
INB00164,SUP001,HUB-BOM,SKU0176,41,2023-08-04,2023-08-08
INB00164,SUP001,HUB-BOM,SKU0482,37,2023-08-03,2023-08-08
INB00162,SUP019,HUB-BLR,SKU0082,119,2023-08-04,2023-08-09
INB00163,SUP011,HUB-DEL,SKU0144,59,2023-08-08,2023-08-09
INB00164,SUP001,HUB-BOM,SKU0066,49,2023-08-06,2023-08-09
INB00164,SUP001,HUB-BOM,SKU0136,39,2023-08-04,2023-08-09
INB00164,SUP001,HUB-BOM,SKU0178,39,2023-08-06,2023-08-09
INB00164,SUP001,HUB-BOM,SKU0219,44,2023-08-05,2023-08-09
INB00164,SUP001,HUB-BOM,SKU0373,49,2023-08-09,2023-08-09
INB00163,SUP011,HUB-DEL,SKU0235,64,2023-08-07,2023-08-10
INB00163,SUP011,HUB-DEL,SKU0253,66,2023-08-10,2023-08-10
INB00163,SUP011,HUB-DEL,SKU0306,58,2023-08-07,2023-08-10
INB00163,SUP011,HUB-DEL,SKU0381,66,2023-08-05,2023-08-10
INB00164,SUP001,HUB-BOM,SKU0434,38,2023-08-08,2023-08-10
INB00163,SUP011,HUB-DEL,SKU0039,59,2023-08-09,2023-08-11
INB00164,SUP001,HUB-BOM,SKU0024,39,2023-08-06,2023-08-11
INB00164,SUP001,HUB-BOM,SKU0108,41,2023-08-10,2023-08-11
INB00164,SUP001,HUB-BOM,SKU0114,45,2023-08-07,2023-08-11
INB00164,SUP001,HUB-BOM,SKU0116,41,2023-08-10,2023-08-11
INB00164,SUP001,HUB-BOM,SKU0189,38,2023-08-11,2023-08-11
